campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Bangalore,2023-09-14T12:11,10.0.0.2,192.168.0.2,admin,ServerABC,system-failure,Critical system failure: Error message: 65,error,0.37
Bangalore,2023-09-17T08:11,10.10.10.10,10.1.1.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,error,0.37
Bangalore,2023-09-12T22:04,10.0.0.2,10.10.10.20,user123,DeviceXYZ,application-errors,Application error: Error message: 26,error,0.27
Bangalore,2023-09-12T22:13,192.168.2.5,192.168.0.3,user123,Workstation123,file-access,File access: Read to file '/path/to/file809.txt' by user 'user123' from IP 192.168.2.5,error,0.23
Bangalore,2023-09-15T15:34,10.0.0.100,192.168.0.3,admin,DeviceXYZ,malware-detection,Malware detected: File 'file620.txt' found on device 'DeviceXYZ',error,0.37
Bangalore,2023-09-13T02:21,10.10.10.10,172.16.0.20,user123,Workstation123,file-access,File access: Delete to file '/path/to/file464.txt' by user 'user123' from IP 10.10.10.10,critical,0.23
Bangalore,2023-09-18T00:17,192.168.0.1,10.0.0.101,user123,ServerABC,firewall-change,Firewall rule change: Port 61087 opened for IP 192.168.0.1,warning,0.30
Bangalore,2023-09-17T10:40,172.16.0.10,192.168.10.6,guest,DeviceXYZ,system-shutdown,System shutdown: Reason8,critical,0.33
Bangalore,2023-09-16T01:40,10.0.0.100,192.168.0.3,user123,DeviceXYZ,system-restart,System restart: Reason10,warning,0.30
Bangalore,2023-09-12T16:44,172.16.0.10,10.1.1.2,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 35,error,0.37
Bangalore,2023-09-15T13:56,192.168.0.1,192.168.0.2,user123,Workstation123,firewall-change,Firewall rule change: Port 14402 opened for IP 192.168.0.1,warning,0.30
Bangalore,2023-09-14T18:40,159.134.65.70,103.51.11.119,anonymous,DeviceXYZ,api-called,API called: API3 from IP 159.134.65.70,critical,0.73
Bangalore,2023-09-15T14:04,192.168.10.5,172.16.0.20,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.10.5,critical,0.13
Bangalore,2023-09-17T08:34,10.0.0.2,10.1.1.2,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.0.0.2,critical,0.13
Bangalore,2023-09-16T18:26,192.168.0.1,10.0.0.3,user123,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example970.com',informational,0.17
Bangalore,2023-09-16T03:20,192.168.2.5,10.0.0.101,user123,DeviceXYZ,system-restart,System restart: Reason7,warning,0.30
Bangalore,2023-09-15T23:09,97.63.225.187,131.131.190.69,guest,Workstation123,auth-failed,Failed login attempt for user 'guest' from IP 97.63.225.187,error,0.87
Bangalore,2023-09-15T01:57,10.1.1.1,192.168.0.2,anonymous,Workstation123,firewall-change,Firewall rule change: Port 51931 opened for IP 10.1.1.1,warning,0.30
Bangalore,2023-09-18T15:42,10.0.0.100,172.16.0.20,guest,ServerABC,file-access,File access: Delete to file '/path/to/file922.txt' by user 'guest' from IP 10.0.0.100,informational,0.23
Bangalore,2023-09-14T22:56,172.16.0.10,192.168.2.6,anonymous,DeviceXYZ,dns-queries,DNS query from IP 172.16.0.10 for domain 'example252.com',critical,0.17
Bangalore,2023-09-18T11:54,172.16.1.100,10.0.0.101,admin,DeviceXYZ,file-access,File access: Write to file '/path/to/file389.txt' by user 'admin' from IP 172.16.1.100,critical,0.23
Bangalore,2023-09-15T07:02,10.10.10.10,192.168.0.3,user123,ServerABC,firewall-change,Firewall rule change: Port 48997 opened for IP 10.10.10.10,informational,0.30
Bangalore,2023-09-16T15:06,192.168.1.100,10.10.10.20,anonymous,Workstation123,system-restart,System restart: Reason8,critical,0.30
Bangalore,2023-09-14T01:06,192.168.10.5,192.168.0.3,anonymous,Workstation123,firewall-change,Firewall rule change: Port 23616 opened for IP 192.168.10.5,informational,0.30
Bangalore,2023-09-17T03:25,10.10.10.10,172.16.0.20,user123,DeviceXYZ,auth-failed,Failed login attempt for user 'user123' from IP 10.10.10.10,warning,0.33
Bangalore,2023-09-18T01:50,192.168.2.5,192.168.10.6,admin,Workstation123,file-access,File access: Delete to file '/path/to/file418.txt' by user 'admin' from IP 192.168.2.5,informational,0.23
Bangalore,2023-09-13T11:28,172.16.1.100,10.10.10.20,user123,ServerABC,malware-detection,Malware detected: File 'file253.txt' found on device 'ServerABC',informational,0.37
Bangalore,2023-09-13T23:27,192.168.2.5,192.168.10.6,anonymous,DeviceXYZ,auth-success,Successful login for user 'anonymous' from IP 192.168.2.5,warning,0.10
Bangalore,2023-09-14T01:43,172.16.1.100,172.16.1.101,admin,DeviceXYZ,system-shutdown,System shutdown: Reason3,warning,0.33
Bangalore,2023-09-14T12:00,192.168.0.1,10.1.1.2,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.0.1,error,0.37
Bangalore,2023-09-17T21:19,10.0.0.100,172.16.1.101,user123,DeviceXYZ,permission-changes,User 'user123' changed permissions for file '/path/to/file234.txt',critical,0.17
Bangalore,2023-09-15T00:19,172.16.0.10,192.168.0.3,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file613.txt',informational,0.17
Bangalore,2023-09-15T21:33,10.1.1.1,192.168.2.6,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 70,informational,0.37
Bangalore,2023-09-13T02:19,10.10.10.10,192.168.0.3,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file509.txt',informational,0.17
Bangalore,2023-09-15T05:39,192.168.1.100,192.168.0.3,anonymous,Workstation123,malware-detection,Malware detected: File 'file390.txt' found on device 'Workstation123',critical,0.37
Bangalore,2023-09-14T17:42,192.168.1.100,192.168.10.6,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 192.168.1.100,critical,0.33
Bangalore,2023-09-12T19:36,171.21.160.235,62.250.150.254,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 171.21.160.235,error,0.67
Bangalore,2023-09-18T08:58,10.10.10.10,10.0.0.3,admin,Workstation123,api-called,API called: API3 from IP 10.10.10.10,informational,0.20
Bangalore,2023-09-15T05:05,172.16.0.10,10.10.10.20,guest,ServerABC,system-failure,Critical system failure: Error message: 70,informational,0.37
Bangalore,2023-09-18T08:31,10.10.10.10,192.168.0.3,guest,ServerABC,dns-queries,DNS query from IP 10.10.10.10 for domain 'example354.com',warning,0.17
Bangalore,2023-09-12T16:47,10.1.1.1,192.168.0.3,admin,DeviceXYZ,dns-queries,DNS query from IP 10.1.1.1 for domain 'example211.com',informational,0.17
Bangalore,2023-09-12T17:21,10.0.0.100,10.1.1.2,guest,Workstation123,system-restart,System restart: Reason7,critical,0.30
Bangalore,2023-09-17T15:44,124.24.165.207,22.45.34.80,admin,DeviceXYZ,dns-queries,DNS query from IP 124.24.165.207 for domain 'example447.com',informational,0.70
Bangalore,2023-09-14T00:35,172.16.1.100,192.168.2.6,anonymous,Workstation123,permission-changes,User 'anonymous' changed permissions for file '/path/to/file735.txt',warning,0.17
Bangalore,2023-09-14T15:35,10.1.1.1,192.168.2.6,guest,Workstation123,application-errors,Application error: Error message: 1,informational,0.27
Bangalore,2023-09-16T16:43,118.122.95.15,72.104.152.85,user123,ServerABC,software-update,Software update: Software3 updated to version v2,error,0.80
Bangalore,2023-09-17T20:36,192.168.2.5,172.16.1.101,user123,Workstation123,application-usage,User 'user123' used application 'App4',critical,0.13
Bangalore,2023-09-17T11:30,97.132.127.116,11.57.103.132,admin,ServerABC,malware-detection,Malware detected: File 'file456.txt' found on device 'ServerABC',critical,0.90
Bangalore,2023-09-17T05:01,192.168.10.5,10.1.1.2,admin,DeviceXYZ,malware-detection,Malware detected: File 'file990.txt' found on device 'DeviceXYZ',warning,0.37
Bangalore,2023-09-18T06:51,10.1.1.1,192.168.0.2,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file574.txt',informational,0.17
Bangalore,2023-09-17T19:40,128.192.155.13,128.45.119.78,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 128.192.155.13,critical,0.67
Bangalore,2023-09-15T15:02,192.168.2.5,10.1.1.2,guest,ServerABC,system-failure,Critical system failure: Error message: 4,critical,0.37
Bangalore,2023-09-14T06:27,172.16.0.10,192.168.0.2,user123,Workstation123,system-restart,System restart: Reason1,informational,0.30
Bangalore,2023-09-17T09:22,10.1.1.1,10.0.0.101,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 10.1.1.1,error,0.10
Bangalore,2023-09-14T21:47,192.168.1.100,192.168.2.6,anonymous,Workstation123,system-restart,System restart: Reason1,critical,0.30
Bangalore,2023-09-18T03:10,10.10.10.10,192.168.0.3,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.10.10.10,critical,0.13
Bangalore,2023-09-17T06:03,192.168.10.5,10.1.1.2,anonymous,DeviceXYZ,software-update,Software update: Software9 updated to version v2,critical,0.27
Bangalore,2023-09-16T13:02,192.168.0.1,10.10.10.20,guest,ServerABC,auth-success,Successful login for user 'guest' from IP 192.168.0.1,informational,0.10
Bangalore,2023-09-18T15:42,10.0.0.100,172.16.0.20,guest,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.100 for domain 'example64.com',critical,0.17
Bangalore,2023-09-16T23:57,192.168.1.100,192.168.0.3,admin,DeviceXYZ,software-update,Software update: Software5 updated to version v2,critical,0.27
Bangalore,2023-09-14T08:23,10.0.0.2,192.168.0.2,user123,Workstation123,permission-changes,User 'user123' changed permissions for file '/path/to/file922.txt',informational,0.17
Bangalore,2023-09-15T22:06,192.168.1.100,192.168.0.2,anonymous,Workstation123,system-restart,System restart: Reason7,critical,0.30
Bangalore,2023-09-16T11:40,10.0.0.2,172.16.1.101,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file807.txt',warning,0.17
Bangalore,2023-09-12T20:58,10.10.10.10,172.16.1.101,anonymous,DeviceXYZ,application-usage,User 'anonymous' used application 'App3',critical,0.13
Bangalore,2023-09-17T11:26,46.84.102.103,175.114.16.217,admin,ServerABC,auth-success,Successful login for user 'admin' from IP 46.84.102.103,warning,0.63
Bangalore,2023-09-17T17:38,172.16.0.10,192.168.0.2,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 172.16.0.10,informational,0.33
Bangalore,2023-09-14T06:23,172.16.0.10,192.168.0.3,guest,DeviceXYZ,application-usage,User 'guest' used application 'App9',warning,0.13
Bangalore,2023-09-15T20:12,172.16.1.100,192.168.0.3,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,critical,0.13
Bangalore,2023-09-13T05:44,10.0.0.2,10.10.10.20,anonymous,DeviceXYZ,api-called,API called: API5 from IP 10.0.0.2,warning,0.20
Bangalore,2023-09-15T17:43,104.209.205.134,68.128.93.205,anonymous,ServerABC,dns-queries,DNS query from IP 104.209.205.134 for domain 'example297.com',error,0.70
Bangalore,2023-09-14T06:12,10.1.1.1,10.0.0.101,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file90.txt',informational,0.17
Bangalore,2023-09-14T21:37,192.168.0.1,172.16.0.20,user123,ServerABC,firewall-change,Firewall rule change: Port 43991 opened for IP 192.168.0.1,error,0.30
Bangalore,2023-09-17T05:09,172.16.1.100,10.10.10.20,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 172.16.1.100,warning,0.33
Bangalore,2023-09-16T11:19,10.1.1.1,192.168.10.6,admin,DeviceXYZ,auth-failed,Failed login attempt for user 'admin' from IP 10.1.1.1,error,0.33
Bangalore,2023-09-14T17:57,192.168.10.5,10.0.0.101,guest,ServerABC,file-access,File access: Delete to file '/path/to/file225.txt' by user 'guest' from IP 192.168.10.5,critical,0.23
Bangalore,2023-09-13T00:31,10.10.10.10,10.1.1.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,warning,0.37
Bangalore,2023-09-16T14:27,192.168.0.1,10.10.10.20,admin,Workstation123,system-shutdown,System shutdown: Reason8,warning,0.33
Bangalore,2023-09-18T11:32,10.1.1.1,192.168.0.2,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.1.1.1,informational,0.37
Bangalore,2023-09-17T19:34,10.10.10.10,10.0.0.101,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 10.10.10.10,informational,0.33
Bangalore,2023-09-16T23:33,10.0.0.2,192.168.2.6,user123,DeviceXYZ,auth-failed,Failed login attempt for user 'user123' from IP 10.0.0.2,critical,0.33
Bangalore,2023-09-16T15:05,10.10.10.10,10.0.0.3,admin,ServerABC,malware-detection,Malware detected: File 'file495.txt' found on device 'ServerABC',error,0.37
Bangalore,2023-09-17T00:11,192.168.1.100,192.168.0.2,admin,ServerABC,system-failure,Critical system failure: Error message: 58,informational,0.37
Bangalore,2023-09-14T13:47,192.168.0.1,192.168.0.3,admin,Workstation123,system-shutdown,System shutdown: Reason5,informational,0.33
Bangalore,2023-09-13T01:35,192.168.10.5,10.0.0.3,guest,ServerABC,system-restart,System restart: Reason10,critical,0.30
Bangalore,2023-09-17T22:11,192.168.2.5,192.168.10.6,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.2.5,error,0.37
Bangalore,2023-09-14T11:07,10.0.0.2,10.1.1.2,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.2,error,0.13
Bangalore,2023-09-17T03:46,10.10.10.10,192.168.2.6,user123,Workstation123,system-shutdown,System shutdown: Reason6,critical,0.33
Bangalore,2023-09-17T19:00,172.16.1.100,10.0.0.101,user123,DeviceXYZ,auth-failed,Failed login attempt for user 'user123' from IP 172.16.1.100,error,0.33
Bangalore,2023-09-14T10:13,192.168.1.100,192.168.0.2,admin,ServerABC,software-update,Software update: Software8 updated to version v2,warning,0.27
Bangalore,2023-09-17T05:33,192.168.10.5,192.168.0.2,guest,ServerABC,malware-detection,Malware detected: File 'file761.txt' found on device 'ServerABC',critical,0.37
Bangalore,2023-09-17T21:52,192.168.10.5,192.168.2.6,guest,ServerABC,firewall-change,Firewall rule change: Port 55138 opened for IP 192.168.10.5,warning,0.30
Bangalore,2023-09-15T22:28,192.168.1.100,192.168.0.2,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 192.168.1.100,warning,0.10
Bangalore,2023-09-14T02:49,172.16.1.100,10.10.10.20,admin,DeviceXYZ,api-called,API called: API3 from IP 172.16.1.100,critical,0.20
Bangalore,2023-09-14T20:33,192.168.10.5,10.1.1.2,admin,Workstation123,file-access,File access: Write to file '/path/to/file353.txt' by user 'admin' from IP 192.168.10.5,critical,0.23
Bangalore,2023-09-18T11:27,10.10.10.10,10.10.10.20,guest,Workstation123,system-restart,System restart: Reason3,critical,0.30
Bangalore,2023-09-15T11:24,172.16.1.100,172.16.1.101,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file73.txt',error,0.17
Bangalore,2023-09-17T15:19,229.203.150.110,86.137.192.204,guest,ServerABC,system-shutdown,System shutdown: Reason10,critical,0.87
Bangalore,2023-09-16T15:58,192.168.1.100,192.168.10.6,admin,ServerABC,system-failure,Critical system failure: Error message: 56,error,0.37
Bangalore,2023-09-16T12:28,172.16.0.10,192.168.2.6,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 172.16.0.10,warning,0.13
Bangalore,2023-09-17T01:00,10.0.0.100,192.168.0.3,anonymous,Workstation123,auth-success,Successful login for user 'anonymous' from IP 10.0.0.100,critical,0.10
Bangalore,2023-09-18T01:05,172.16.0.10,172.16.0.20,guest,Workstation123,application-errors,Application error: Error message: 92,error,0.27
Bangalore,2023-09-16T21:11,10.0.0.2,192.168.0.2,anonymous,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.2,critical,0.13
Bangalore,2023-09-16T23:24,192.168.2.5,10.0.0.101,guest,Workstation123,dns-queries,DNS query from IP 192.168.2.5 for domain 'example22.com',informational,0.17
Bangalore,2023-09-13T21:00,10.1.1.1,172.16.0.20,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 23,informational,0.37
Bangalore,2023-09-14T18:42,10.10.10.10,172.16.1.101,guest,ServerABC,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.10.10.10,critical,0.37
Bangalore,2023-09-15T05:19,192.168.1.100,192.168.10.6,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file365.txt',error,0.17
Bangalore,2023-09-16T12:47,192.168.1.100,192.168.0.2,anonymous,ServerABC,dns-queries,DNS query from IP 192.168.1.100 for domain 'example416.com',critical,0.17
Bangalore,2023-09-17T02:04,10.1.1.1,192.168.2.6,admin,ServerABC,system-shutdown,System shutdown: Reason3,error,0.33
Bangalore,2023-09-17T10:29,192.168.1.100,172.16.1.101,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 192.168.1.100,critical,0.10
Bangalore,2023-09-16T03:32,192.168.1.100,172.16.1.101,anonymous,Workstation123,system-restart,System restart: Reason9,critical,0.30
Bangalore,2023-09-13T00:57,192.168.10.5,10.0.0.3,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.10.5,error,0.13
Bangalore,2023-09-16T22:59,10.0.0.100,192.168.2.6,user123,DeviceXYZ,system-restart,System restart: Reason4,warning,0.30
Bangalore,2023-09-14T02:05,10.10.10.10,192.168.0.3,anonymous,ServerABC,application-errors,Application error: Error message: 33,informational,0.27
Bangalore,2023-09-12T17:46,10.10.10.10,10.0.0.101,admin,ServerABC,file-access,File access: Read to file '/path/to/file718.txt' by user 'admin' from IP 10.10.10.10,warning,0.23
